다이렉트 인덱싱  체크리스트,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,투자성향,,,,,,,Factor,,,,,,,
4757,4,1,1,1,1,5,4,0,0,1,1,0,1,1,1
4758,1,4,3,4,2,1,4,1,1,0,0,1,1,0,1
4759,5,4,3,2,1,1,2,0,0,1,0,1,1,0,0
4760,4,3,5,3,4,5,4,0,0,1,1,1,0,0,0
4761,1,5,1,1,5,4,3,1,1,0,0,0,1,0,0
4762,5,3,3,3,4,3,3,1,1,1,0,0,1,1,1
4763,3,5,2,4,2,3,3,0,1,1,1,1,1,0,1
4764,5,5,5,4,1,3,4,1,0,0,0,1,1,0,1
4765,3,4,4,1,3,4,1,0,1,1,0,0,0,0,1
4766,1,4,4,2,3,4,2,1,0,1,0,1,0,0,0
4767,1,3,3,2,3,3,2,0,0,1,1,0,0,0,1
4768,4,4,2,5,2,2,4,0,0,1,1,1,1,0,0
4769,3,3,4,3,1,3,2,1,0,1,1,0,0,0,0
4770,2,4,1,5,1,1,4,1,0,1,1,1,0,0,1
4771,3,1,2,5,5,5,1,1,1,0,0,0,1,0,0
4772,2,1,2,1,2,5,5,1,1,0,0,0,0,1,0
4773,5,1,1,1,1,1,2,0,0,0,0,1,1,0,1
4774,5,4,2,2,1,3,3,0,1,1,1,1,1,0,1
4775,5,4,2,5,3,1,3,1,1,1,1,1,1,1,1
4776,1,4,3,3,4,3,2,0,1,1,0,1,1,0,0
4777,3,3,1,3,3,1,1,1,0,0,1,0,0,0,1
4778,2,5,5,1,3,5,2,0,0,1,0,0,0,1,0
4779,3,1,2,3,3,2,3,0,1,1,1,0,1,0,1
4780,2,1,4,5,3,1,2,0,1,0,1,0,1,0,1
4781,1,3,5,5,4,4,1,0,1,1,0,0,1,0,1
4782,1,4,3,4,3,4,3,0,1,0,0,0,1,0,1
4783,4,3,4,4,2,3,4,1,0,0,1,1,1,0,0
4784,4,1,5,5,4,4,1,0,0,1,1,0,1,1,0
4785,2,2,1,3,1,5,4,0,1,1,0,0,0,1,1
4786,3,5,5,4,1,4,3,0,1,1,1,0,0,0,0
4787,1,3,1,2,1,4,1,0,1,1,0,1,0,0,1
4788,5,5,5,1,4,3,3,0,1,1,1,1,1,0,1
4789,1,1,3,4,3,5,4,0,0,1,1,0,0,1,1
4790,5,5,5,1,2,1,3,0,1,0,1,0,1,0,1
4791,5,1,4,3,3,1,3,0,0,0,1,0,0,1,0
4792,5,4,2,1,1,3,5,0,0,1,1,0,1,0,0
4793,2,3,5,3,1,4,1,1,1,0,1,0,0,0,0
4794,4,4,2,4,5,1,5,1,1,0,1,1,0,1,1
4795,4,5,2,5,5,2,5,1,0,1,1,1,0,0,0
4796,3,3,3,2,5,1,3,0,0,1,1,0,0,0,0
4797,5,2,3,1,1,4,5,0,1,0,1,0,1,1,1
4798,2,5,2,1,3,4,2,1,0,1,0,1,0,0,1
4799,4,1,4,3,3,3,2,0,1,1,0,1,0,1,0
4800,1,2,2,5,3,3,3,0,1,1,1,0,0,1,1
4801,4,3,1,2,2,3,2,0,0,0,1,0,0,0,1
4802,2,5,2,3,2,3,1,1,0,0,1,1,0,1,1
4803,2,1,3,1,3,5,2,1,0,0,0,0,0,0,1
4804,4,2,1,3,3,2,3,0,1,0,0,0,1,1,0
4805,5,2,3,5,2,2,3,0,1,0,1,0,1,1,0
4806,5,4,1,4,5,4,3,1,1,0,1,1,0,1,1
4807,3,5,3,5,3,4,3,0,1,1,1,0,1,1,0
4808,3,2,2,2,4,3,3,0,0,1,0,0,1,0,1
4809,1,2,5,3,1,3,4,0,1,0,0,1,0,1,1
4810,5,5,2,5,4,2,1,0,0,0,0,0,0,0,0
4811,1,2,5,4,3,2,1,0,0,0,1,1,0,1,0
4812,5,1,5,2,3,3,4,0,1,0,1,1,1,0,1
4813,4,5,3,5,4,3,4,0,1,1,1,0,1,0,0
4814,5,3,1,4,4,1,1,0,1,1,1,1,0,0,1
4815,3,2,2,5,5,3,5,1,0,1,0,1,0,1,0
4816,1,3,2,2,2,3,1,1,1,1,0,0,1,1,1
4817,1,1,3,3,1,1,2,1,1,1,0,0,0,1,1
4818,3,2,3,1,5,1,4,0,1,1,0,1,0,1,1
4819,4,1,4,3,1,2,1,1,0,0,0,0,1,0,1
4820,3,5,3,2,1,4,5,1,1,1,1,1,1,1,0
4821,5,4,3,1,2,2,2,1,1,0,0,0,0,0,0
4822,4,5,2,2,4,2,1,1,0,0,0,0,0,0,0
4823,2,4,5,3,1,5,2,1,0,0,1,0,1,0,1
4824,2,5,5,5,2,4,1,1,1,0,0,1,0,1,1
4825,2,3,3,5,2,3,2,1,1,0,0,0,1,1,0
4826,4,2,4,1,5,4,2,1,0,1,1,0,0,1,1
4827,3,2,2,2,5,1,4,0,1,1,0,0,0,0,0
4828,4,2,3,2,4,3,2,0,0,0,0,1,0,1,1
4829,5,1,3,1,1,4,5,1,1,1,0,0,1,1,0
4830,4,1,5,4,2,1,1,0,1,0,1,1,0,1,1
4831,2,2,5,2,5,3,5,0,1,0,1,0,0,0,0
4832,5,5,5,2,5,4,4,0,0,1,0,0,1,0,0
4833,1,5,3,5,5,5,3,1,0,0,0,0,0,0,1
4834,2,1,1,1,3,1,2,0,1,0,1,0,0,0,0
4835,4,3,4,3,4,5,2,1,0,0,1,1,1,0,0
4836,2,4,4,3,1,2,3,0,0,1,0,1,0,0,1
4837,4,2,5,3,5,4,4,0,0,1,1,1,1,0,1
4838,2,3,3,5,3,2,1,0,1,0,0,0,0,0,1
4839,3,5,4,3,5,2,2,1,1,0,1,1,0,0,1
4840,1,5,5,1,3,4,3,1,0,0,1,1,1,1,0
4841,5,2,4,3,5,2,4,1,1,1,0,0,1,0,0
4842,2,2,5,2,4,4,5,1,1,1,0,0,1,1,0
4843,1,1,4,2,2,1,1,0,1,1,1,1,0,1,0
4844,1,3,5,3,4,4,5,1,0,0,0,0,1,0,1
4845,1,3,3,1,4,2,5,1,1,0,1,0,0,0,1
4846,2,3,3,3,2,2,1,0,0,1,1,1,0,0,1
4847,3,5,5,2,1,2,1,1,0,1,0,1,1,1,1
4848,5,5,5,3,5,3,5,0,0,1,1,0,0,1,0
4849,1,1,1,3,2,2,1,1,1,0,1,0,1,1,0
4850,5,5,3,1,5,3,3,0,1,1,1,0,1,1,0
4851,1,3,2,1,2,1,4,0,0,0,0,0,1,1,1
4852,4,1,1,1,4,2,4,1,0,0,1,1,0,1,1
4853,3,2,4,3,1,5,5,0,0,1,1,0,0,0,1
4854,5,2,5,5,5,2,2,0,1,1,0,1,1,1,1
4855,3,1,4,2,1,2,3,0,0,1,0,1,1,1,0
4856,4,4,5,2,4,1,5,0,1,1,0,1,1,1,0
4857,3,5,4,5,5,4,5,1,0,1,0,1,1,1,1
4858,1,1,2,4,2,2,3,0,1,0,0,0,1,1,0
4859,3,3,3,1,5,1,5,0,0,1,0,1,1,1,0
4860,5,4,4,5,2,1,3,1,1,1,0,0,0,0,0
4861,3,1,3,4,3,5,4,1,1,0,1,0,1,0,0
4862,1,4,5,4,4,3,5,1,1,0,0,1,1,1,0
4863,4,4,3,1,1,2,1,1,1,0,0,0,1,1,1
4864,5,5,2,2,4,2,2,1,1,1,1,1,0,1,1
4865,4,3,5,3,1,2,4,0,0,0,1,1,1,0,1
4866,3,2,4,2,3,3,5,1,1,1,0,1,0,0,1
4867,5,1,3,5,5,1,2,0,0,1,1,0,1,1,1
4868,1,3,5,2,5,5,3,1,1,0,0,0,0,1,0
4869,4,3,4,4,4,2,1,0,1,0,1,0,1,0,1
4870,4,2,3,5,4,4,1,1,1,1,0,0,0,0,0
4871,2,3,1,4,2,2,5,1,1,1,1,0,1,1,0
4872,4,1,5,2,3,2,1,0,0,1,1,1,1,0,1
4873,1,5,4,1,5,4,4,0,1,1,0,1,1,0,0
4874,2,4,5,3,2,3,3,0,1,1,1,1,1,1,0
4875,2,1,4,5,2,3,3,0,1,1,1,0,1,1,0
4876,4,4,2,1,2,5,2,0,1,1,1,0,1,1,0
4877,3,5,2,3,4,2,2,1,1,0,0,0,0,0,1
4878,5,5,3,1,3,3,3,0,1,1,0,0,0,0,0
4879,3,4,5,1,3,3,2,0,1,1,0,0,1,0,0
4880,4,2,2,4,3,2,5,0,0,0,1,1,1,0,0
4881,3,2,5,5,3,5,1,0,1,1,1,0,1,0,0
4882,1,2,4,3,4,2,5,1,0,0,1,0,0,1,1
4883,5,4,2,2,2,5,4,1,1,0,0,1,0,0,0
4884,2,1,1,2,2,5,2,1,1,0,0,0,1,0,0
4885,1,1,2,2,1,1,2,1,0,0,0,0,0,1,1
4886,2,4,4,3,2,4,4,0,0,0,0,1,1,0,1
4887,2,2,5,3,4,4,3,1,1,0,1,0,1,1,0
4888,3,5,2,5,2,3,1,1,0,0,0,0,0,1,0
4889,5,2,3,2,3,1,2,1,1,1,1,1,1,1,0
4890,3,5,1,3,2,4,1,1,1,0,0,1,1,1,0
4891,4,1,3,1,5,3,2,1,0,1,0,1,1,1,1
4892,1,4,2,3,5,1,2,1,0,1,0,1,0,1,0
4893,4,5,5,4,5,5,4,1,0,0,1,0,1,1,1
4894,2,1,2,1,4,2,1,1,1,0,1,0,1,0,1
4895,3,2,1,2,4,3,4,1,1,0,0,1,1,1,1
4896,5,1,4,3,2,5,5,0,1,0,0,1,1,0,0
4897,2,4,4,3,5,3,5,1,1,0,1,0,1,0,0
4898,4,3,1,4,2,2,1,0,1,0,0,1,0,1,0
4899,1,2,3,3,3,1,5,0,1,1,0,1,1,1,0
4900,5,4,2,3,4,1,4,1,1,0,1,1,0,0,1
4901,4,2,1,2,5,4,5,0,1,0,1,0,0,1,1
4902,1,3,1,3,3,4,5,1,0,1,0,0,0,1,1
4903,3,1,4,1,5,4,1,0,1,0,0,0,1,0,0
4904,1,2,4,4,2,2,2,1,1,0,1,0,0,0,0
4905,5,3,3,1,5,5,1,1,1,0,0,0,1,0,0
4906,5,5,3,2,5,2,2,0,1,0,1,0,0,1,0
4907,5,5,1,2,5,3,1,0,0,1,0,0,1,0,0
4908,5,4,2,4,3,1,1,0,1,1,1,0,0,0,1
4909,2,2,5,2,4,3,4,0,1,0,1,1,1,1,1
4910,1,2,4,2,4,3,3,1,0,0,1,0,0,1,1
4911,5,1,3,3,5,3,1,0,1,0,1,1,0,1,0
4912,2,4,3,1,1,2,5,0,0,0,0,0,1,0,1
4913,3,4,2,3,1,3,2,0,0,1,0,0,1,0,0
4914,3,3,5,2,5,4,2,1,0,1,0,0,1,1,0
4915,3,3,3,2,5,5,5,1,1,0,0,0,1,1,1
4916,2,2,3,3,3,2,5,1,1,0,0,0,1,1,1
4917,5,3,4,2,1,3,3,1,0,0,0,0,1,1,0
4918,3,2,2,1,4,2,1,1,1,1,1,1,0,1,1
4919,1,3,4,1,3,4,4,1,0,0,0,0,1,0,1
4920,5,3,1,4,1,2,1,1,1,0,1,1,1,0,1
4921,1,5,1,5,4,5,2,1,1,1,1,0,1,0,0
4922,1,4,2,1,4,4,4,1,1,0,1,0,0,1,1
4923,1,4,1,3,4,1,5,1,0,1,0,0,0,1,1
4924,1,2,1,5,2,3,5,1,0,0,1,0,1,1,1
4925,2,1,4,1,4,2,1,1,1,1,1,1,0,1,1
4926,3,4,5,2,1,1,4,1,0,1,1,1,0,0,1
4927,1,2,5,5,2,5,3,0,0,1,0,1,1,1,1
4928,5,5,5,4,5,3,3,1,1,1,0,0,0,0,1
4929,4,3,2,3,5,4,4,1,1,1,0,0,0,0,1
4930,3,1,2,3,2,4,5,1,0,1,1,0,0,0,1
4931,5,2,3,5,1,4,2,0,1,1,0,0,1,0,1
4932,1,3,3,5,3,2,2,1,0,1,0,1,0,0,0
4933,4,1,5,2,1,5,1,0,0,0,1,0,0,0,1
4934,3,4,2,3,1,5,1,1,0,0,0,0,0,0,1
4935,4,1,3,1,1,4,3,1,1,0,1,0,1,1,0
4936,3,2,4,5,2,3,5,1,0,0,1,0,0,1,0
4937,5,3,1,5,4,4,4,1,0,1,1,1,1,0,1
4938,5,2,4,2,4,5,1,0,1,0,0,0,1,0,1
4939,4,3,4,2,3,2,3,1,1,0,1,1,1,1,1
4940,3,4,5,1,4,1,4,0,1,0,1,0,1,0,1
4941,4,1,1,3,3,1,2,1,0,0,0,0,1,0,1
4942,2,4,1,5,5,3,3,1,1,1,1,1,0,1,0
4943,2,4,1,4,1,2,1,1,1,1,1,0,1,0,0
4944,5,4,2,3,3,4,2,0,1,0,1,1,0,1,1
4945,2,1,2,3,1,2,4,1,1,0,0,1,0,1,1
4946,4,5,1,2,2,5,4,1,0,1,0,1,1,1,0
4947,3,4,5,2,5,2,2,1,0,0,0,1,1,0,1
4948,1,4,3,4,4,3,5,0,1,1,1,0,0,0,0
4949,1,5,2,3,2,1,5,1,1,0,0,0,0,0,0
4950,2,1,5,1,1,3,4,0,0,1,0,0,0,0,0
4951,1,1,2,5,3,2,1,0,1,1,0,0,1,0,0
4952,3,5,4,3,1,3,5,0,0,1,1,1,0,1,1
4953,4,5,5,4,4,5,1,1,0,0,1,1,1,1,1
4954,1,2,2,2,4,1,2,0,1,1,1,1,1,0,0
4955,3,2,4,4,4,5,5,1,0,0,0,1,0,0,1
4956,4,3,2,5,2,5,5,0,1,1,1,0,1,0,0
4957,1,1,1,2,1,2,3,0,1,0,1,0,1,1,0
4958,5,3,2,5,5,2,4,0,1,1,1,0,0,1,0
4959,4,5,4,1,5,2,4,1,1,1,0,0,0,1,0
4960,4,1,3,3,3,4,1,1,1,1,1,1,0,0,0
4961,5,1,5,4,2,4,3,0,0,1,0,1,0,0,0
4962,4,5,5,4,1,2,5,1,0,0,0,0,0,0,0
4963,1,3,1,1,2,5,3,1,0,0,1,0,0,1,0
4964,1,1,2,4,3,1,4,1,0,0,0,0,0,1,1
4965,2,4,5,2,4,2,1,1,0,0,1,1,1,1,0
4966,3,2,4,4,1,5,5,1,1,0,1,1,1,0,1
4967,2,4,2,5,4,5,5,0,0,0,1,1,1,0,0
4968,5,4,3,4,3,2,4,0,0,1,0,0,0,0,1
4969,1,2,3,3,5,3,3,0,0,0,0,0,0,0,1
4970,4,4,1,2,3,2,1,1,0,1,1,0,0,0,0
4971,2,4,2,1,4,2,3,1,1,0,0,0,0,0,1
4972,1,5,1,2,4,4,5,1,1,0,0,0,1,1,0
4973,1,4,2,2,5,1,1,0,0,1,0,1,0,0,1
4974,1,4,4,4,3,3,5,1,0,0,1,1,1,0,0
4975,2,1,3,5,2,1,5,1,1,0,0,0,1,1,1
4976,1,1,4,1,3,2,3,1,1,0,0,0,0,1,1
4977,2,3,4,3,5,3,1,1,0,1,0,1,1,1,0
4978,1,5,4,5,3,5,5,0,1,0,0,1,0,0,1
4979,1,3,4,3,5,3,3,1,1,0,1,1,1,0,0
4980,1,4,3,2,2,1,1,0,1,0,1,0,0,1,0
4981,1,3,5,3,4,1,1,1,0,1,0,0,1,0,0
4982,1,1,1,5,3,3,4,0,0,1,0,0,0,0,0
4983,5,3,1,3,5,1,3,0,0,1,1,0,1,0,1
4984,1,5,3,3,2,4,5,0,0,1,0,1,1,1,0
4985,4,4,1,3,1,3,1,0,1,0,1,0,0,1,0
4986,1,4,3,5,3,3,4,0,0,0,0,0,1,1,1
4987,3,2,3,2,4,3,5,0,0,1,0,1,1,1,0
4988,4,5,4,1,1,5,1,1,1,1,0,1,0,1,1
4989,4,1,4,3,2,2,4,1,0,1,1,0,0,0,1
4990,5,1,4,4,2,5,4,0,1,0,0,0,0,0,0
4991,5,1,2,2,5,3,4,0,0,0,0,1,1,0,1
4992,3,4,4,2,3,3,5,1,0,1,0,1,1,1,0
4993,2,3,5,2,1,2,5,0,1,1,0,0,1,0,0
4994,1,1,3,4,4,3,2,1,1,0,1,0,0,0,1
4995,4,3,4,4,2,2,5,1,0,0,1,1,0,0,1
4996,1,3,5,1,1,2,1,0,0,1,0,1,0,0,0
4997,4,3,3,3,1,1,2,1,0,0,0,1,0,1,1
4998,4,4,1,5,4,3,4,1,0,0,0,0,0,1,1
4999,5,1,5,4,4,5,5,0,0,1,1,1,1,1,0
5000,2,2,1,5,2,5,5,0,0,1,0,1,1,0,0
5001,4,4,2,2,2,4,1,1,1,1,0,0,1,1,1
5002,5,3,1,3,2,4,3,1,1,0,0,1,0,0,0
5003,1,3,3,4,2,1,3,0,0,1,1,0,1,1,0
5004,2,4,2,3,4,2,5,1,1,0,0,0,1,1,0
5005,5,1,1,1,5,3,4,1,0,1,0,0,0,1,1
5006,5,4,5,2,1,1,5,0,0,0,1,0,0,0,1
5007,5,3,2,5,4,2,4,1,1,0,1,0,1,0,0
5008,1,4,5,5,3,2,4,0,0,0,1,0,1,1,0
5009,5,3,1,1,1,4,3,0,0,1,0,0,1,1,0
5010,2,4,1,3,5,1,2,0,0,1,0,0,1,0,0
5011,4,5,3,1,4,4,5,0,0,1,0,0,1,0,1
5012,1,2,1,3,3,5,3,1,1,1,0,0,1,1,1
5013,2,2,5,3,4,4,5,0,0,1,0,0,0,0,0
5014,3,2,3,3,2,5,4,1,0,0,0,0,1,1,0
5015,3,2,3,4,1,3,5,0,0,0,1,0,0,0,1
5016,4,1,2,3,1,1,3,1,0,1,0,1,1,0,1
5017,1,5,2,1,4,4,1,0,0,0,0,1,0,0,0
5018,2,1,1,5,3,3,2,1,1,1,0,0,1,1,0
5019,4,2,3,3,1,4,3,0,1,0,0,1,0,0,1
5020,3,2,2,3,1,2,1,0,0,0,0,0,0,0,0
5021,4,5,5,3,2,1,2,1,1,1,0,0,0,1,0
5022,5,2,2,4,3,3,5,1,1,0,0,1,0,0,1
5023,5,3,4,3,1,4,1,0,0,0,0,0,1,1,0
5024,1,4,4,1,4,1,4,0,0,0,0,1,1,0,0
5025,4,2,3,1,5,5,1,1,1,0,0,1,1,1,0
5026,2,2,1,3,1,3,1,1,0,1,0,1,0,0,0
5027,2,4,1,4,1,2,1,1,0,0,1,0,0,0,0
5028,1,5,1,1,5,2,3,1,1,1,1,0,0,0,1
5029,5,2,1,1,4,3,1,1,1,1,0,0,0,0,0
5030,1,5,2,4,5,3,4,1,0,0,1,0,0,1,1
5031,4,1,1,1,5,1,4,1,1,1,0,1,1,1,1
5032,1,5,1,5,1,5,4,1,0,1,0,1,0,1,0
5033,4,3,2,1,5,1,2,0,1,1,1,0,0,1,0
5034,5,2,5,3,2,4,4,1,0,1,0,0,0,1,0
5035,1,1,1,4,4,5,4,0,1,1,0,0,0,0,1
5036,3,2,2,4,1,2,3,0,1,0,1,0,1,0,1
5037,1,5,4,5,3,3,4,0,0,1,1,0,1,1,0
5038,3,4,4,4,4,5,5,1,0,0,0,0,1,0,1
5039,1,5,2,2,5,4,3,1,1,1,1,1,0,0,0
5040,4,4,3,2,3,1,4,0,1,0,1,0,1,0,0
5041,4,2,2,3,1,3,4,1,1,1,1,1,1,0,1
5042,3,5,5,2,1,4,5,1,1,1,0,0,1,1,0
5043,4,2,5,4,5,3,4,0,1,1,1,0,0,0,1
5044,2,1,1,1,2,5,4,0,0,0,1,0,0,1,0
5045,4,5,5,1,4,3,1,0,0,1,0,1,1,1,1
5046,3,4,4,5,4,5,2,0,0,1,0,1,1,0,1
5047,4,3,3,2,5,2,4,0,0,0,0,1,0,0,1
5048,4,2,5,5,3,5,4,0,1,0,1,1,1,1,1
5049,1,1,2,1,1,5,3,0,0,0,0,0,0,0,1
5050,3,4,3,1,5,2,5,1,1,1,0,0,1,0,1
5051,1,5,4,4,3,3,1,1,0,0,1,1,1,1,0
5052,3,4,1,1,1,4,1,1,1,1,0,1,0,1,0
5053,5,4,5,5,1,5,4,0,0,0,1,1,1,0,1
5054,1,3,4,4,3,4,3,0,1,1,1,0,1,1,0
5055,4,5,4,3,2,1,5,0,0,0,0,1,0,1,0
5056,2,1,2,5,2,5,2,0,0,1,1,0,0,0,1
5057,5,4,3,2,3,4,5,1,1,1,0,0,1,1,1
5058,5,5,1,3,5,1,2,0,0,1,1,0,1,1,1
5059,3,5,3,1,2,4,4,1,1,1,1,1,1,0,0
5060,4,5,5,4,4,5,4,1,1,1,1,0,0,0,1
5061,2,3,3,4,1,1,4,1,1,0,1,1,1,1,1
5062,2,1,3,3,1,2,2,0,1,1,0,0,1,1,1
5063,3,4,4,1,4,5,4,0,0,1,0,1,0,0,0
5064,3,3,4,3,1,5,1,1,0,0,0,1,0,1,0
5065,4,1,4,2,1,5,4,1,0,1,0,0,1,1,0
5066,4,5,2,5,3,2,1,1,1,0,0,0,1,0,1
5067,5,5,3,1,5,3,5,1,1,0,0,1,0,0,1
5068,5,5,3,5,1,1,3,1,1,1,1,1,1,0,1
5069,4,2,1,5,1,3,4,1,1,1,0,1,1,1,1
5070,5,5,3,3,2,4,5,0,1,1,1,0,1,1,1
5071,5,3,4,5,1,5,2,1,0,0,1,0,1,0,0
5072,1,4,3,2,5,4,5,1,1,1,0,1,0,1,1
5073,4,5,2,1,4,1,2,0,0,0,1,0,1,1,1
5074,3,1,1,2,1,3,4,0,0,0,1,1,1,0,1
5075,2,3,1,5,1,1,3,0,1,0,0,1,1,1,1
5076,4,1,2,5,4,3,4,1,1,1,0,0,0,0,0
5077,5,2,2,3,4,1,5,0,0,1,0,1,1,1,1
5078,2,1,4,1,1,4,3,0,0,0,1,1,1,1,1
5079,1,1,2,4,1,5,1,0,0,0,0,0,1,1,0
5080,2,5,5,4,1,5,5,0,0,1,0,0,0,1,0
5081,5,4,3,4,5,5,1,1,0,1,1,0,0,0,0
5082,1,4,1,1,4,3,1,0,0,1,1,1,0,0,0
5083,5,5,3,1,3,5,4,1,0,1,0,1,1,0,1
5084,4,5,2,5,5,5,2,0,0,1,0,0,0,1,0
5085,2,2,3,4,1,1,2,1,0,0,0,1,0,1,1
5086,4,1,5,4,4,5,2,0,0,1,0,0,0,1,0
5087,2,5,1,2,1,3,5,0,1,1,0,1,0,0,1
5088,2,3,1,3,2,3,5,1,0,0,1,0,0,1,1
5089,4,1,4,1,2,1,3,0,1,1,0,0,0,0,1
5090,1,1,2,1,3,4,4,0,1,1,1,0,1,1,0
5091,2,5,5,1,5,2,2,1,0,0,1,1,1,1,1
5092,5,1,3,1,1,3,5,0,1,1,1,1,0,0,0
5093,1,3,1,1,1,4,3,0,1,1,0,1,0,0,0
5094,2,5,3,4,5,1,5,0,1,1,1,0,1,0,1
5095,1,3,2,5,2,3,1,1,0,0,0,0,0,0,1
5096,4,4,2,1,5,2,5,1,1,1,0,1,0,0,1
5097,2,2,2,4,2,5,3,0,0,1,1,1,1,0,0
5098,5,2,4,5,3,3,2,1,1,0,1,1,1,0,1
5099,5,3,2,2,2,2,1,1,0,1,1,1,1,0,0
5100,2,2,1,5,5,5,2,0,1,0,0,0,1,1,0
5101,2,1,2,3,2,4,1,1,1,0,1,0,1,0,1
5102,1,1,4,2,1,3,3,1,0,1,0,1,0,1,1
5103,2,5,2,2,2,5,4,0,0,1,1,0,0,0,0
5104,2,2,4,1,3,2,3,1,0,0,0,0,0,0,0
5105,3,2,1,5,3,2,5,0,1,1,0,0,1,0,0
5106,3,4,3,2,4,4,5,0,0,0,1,0,0,1,1
5107,1,4,5,3,2,3,4,1,0,0,0,0,0,0,0
5108,1,3,1,5,3,1,5,1,1,1,1,0,0,0,1
5109,2,2,3,5,4,4,3,1,1,1,1,0,0,0,0
5110,2,3,4,3,2,4,4,1,1,0,1,1,1,0,1
5111,1,1,5,2,4,5,3,1,0,0,1,1,1,0,1
5112,4,1,1,4,3,4,2,0,1,1,0,0,0,1,0
5113,2,3,2,5,1,5,4,0,1,1,1,0,0,0,1
5114,4,3,4,1,5,2,5,0,0,1,1,1,0,0,0
5115,4,5,3,1,2,1,3,0,0,0,0,1,1,1,0
5116,3,1,5,4,3,5,3,0,0,0,1,1,0,0,1
5117,5,4,2,5,3,2,2,0,1,1,1,0,1,1,0
5118,5,2,2,2,4,4,3,1,1,0,0,1,0,0,0
5119,3,5,1,5,1,1,1,0,0,1,0,1,0,1,1
5120,5,2,3,4,1,1,3,1,1,1,1,0,0,1,0
5121,3,5,3,4,5,5,1,0,0,0,1,0,1,1,0
5122,5,5,4,1,5,5,2,1,0,0,0,0,1,1,1
5123,3,3,2,5,4,1,1,1,0,0,0,1,0,0,1
5124,4,1,3,2,1,1,2,0,1,0,1,1,0,1,0
5125,5,1,3,1,1,3,2,0,1,0,0,1,0,1,0
5126,5,2,1,2,2,2,4,1,1,0,1,1,1,0,0
5127,4,5,4,1,3,4,3,1,0,1,0,0,1,0,1
5128,4,5,4,3,5,3,5,1,0,1,1,0,1,1,1
5129,4,5,4,2,1,2,4,0,1,0,1,0,1,0,1
5130,3,2,5,5,3,4,5,1,1,1,0,0,0,0,0
5131,4,3,2,3,5,1,4,0,1,0,1,0,0,1,0
5132,3,3,1,5,1,5,3,1,1,0,0,1,1,1,0
5133,5,3,3,4,5,2,3,1,0,0,0,1,0,1,0
5134,3,4,5,1,2,1,2,1,1,1,0,0,1,1,0
5135,2,5,3,4,4,3,4,0,0,0,1,0,0,1,1
5136,2,2,5,5,3,5,3,0,0,0,0,0,0,1,1
5137,5,1,4,4,2,3,2,0,0,1,0,1,0,1,1
5138,2,4,3,1,2,4,2,0,1,1,0,1,0,0,0
5139,2,2,4,4,3,2,4,1,0,1,0,1,0,1,0
5140,2,5,3,3,4,3,5,0,0,1,0,1,0,1,0
5141,5,4,2,4,5,4,2,0,0,1,1,1,1,0,1
5142,1,5,5,3,5,4,2,0,0,0,1,1,0,1,1
5143,4,2,1,4,5,4,5,0,0,1,0,0,0,1,0
5144,1,5,3,3,2,3,5,1,0,1,1,0,1,1,0
5145,3,4,4,4,2,1,5,1,0,1,1,0,1,0,1
5146,4,4,2,1,4,3,2,1,0,1,0,1,0,1,0
5147,4,5,2,4,5,5,4,0,0,1,0,1,0,0,0
5148,3,3,5,1,1,1,4,0,1,1,1,1,1,1,1
5149,4,5,4,1,4,4,2,1,1,1,1,1,0,0,0
5150,3,3,3,2,5,5,5,0,1,1,1,1,0,0,1
5151,3,5,2,3,2,4,4,1,1,1,1,0,0,1,1
5152,3,5,3,1,5,3,4,0,1,0,0,1,1,1,1
5153,1,2,3,5,3,2,1,1,1,0,0,0,0,1,0
5154,3,2,1,5,5,2,4,0,1,1,1,1,0,1,1
5155,5,3,4,3,1,4,1,1,0,0,1,1,0,1,0
5156,4,4,3,1,4,1,3,1,0,0,0,1,0,0,1
5157,4,3,1,4,4,2,4,1,0,1,1,1,0,0,0
5158,2,1,1,4,2,1,2,0,1,0,0,0,0,0,1
5159,5,5,2,4,1,1,3,1,0,0,1,1,0,1,0
5160,1,4,5,1,2,1,5,1,0,0,0,0,1,0,0
5161,2,2,2,2,1,3,1,1,0,0,1,0,1,0,0
5162,2,1,5,1,1,2,3,0,1,0,0,1,0,0,1
5163,5,1,2,1,2,5,3,0,0,1,0,1,1,1,0
5164,5,4,1,3,2,5,3,1,1,0,0,0,0,1,1
5165,3,4,2,3,5,2,4,0,0,0,0,1,1,0,1
5166,2,3,4,3,1,3,2,1,1,1,1,1,1,0,1
5167,4,4,4,5,5,1,1,0,0,1,0,1,0,1,0
5168,2,2,4,4,5,1,1,0,1,0,0,1,1,0,1
5169,5,3,3,5,1,1,1,1,1,1,0,1,0,1,1
5170,2,3,4,1,4,3,4,1,1,0,1,0,1,1,0
5171,2,5,5,4,2,4,3,0,1,1,0,0,1,1,1
5172,1,1,2,3,3,5,3,0,0,0,1,1,1,0,0
5173,1,1,4,4,1,3,4,1,1,0,0,1,1,1,1
5174,4,4,5,4,4,3,4,0,1,0,1,1,0,0,0
5175,4,3,4,4,1,4,2,0,0,0,0,1,1,1,0
5176,2,1,4,2,4,3,5,1,1,1,0,0,0,0,1
5177,1,4,3,4,4,5,3,0,1,0,0,1,0,1,1
5178,3,2,1,2,5,3,2,1,1,0,0,0,1,1,0
